case_id,start_time,end_time,(case)_description,Variant,Variant_index,lifecycle_transition,Activity,defectFixed,defectType,numberRepairs,Resource,Role,phoneType,Cost
844,1970-01-19T20:54:00,1970-01-19T20:54:00,Simulated process instance, Variant 4,4, complete, Inform User,,,,System,System,,
844,1970-01-19T20:55:00,1970-01-19T21:10:00,Simulated process instance, Variant 4,4, complete, Repair (Complex),,,,SolverC1,SolverC1,,
844,1970-01-19T21:10:00,1970-01-19T21:18:00,Simulated process instance, Variant 4,4, complete, Test Repair,TRUE,,0,Tester1,Tester1,,
844,1970-01-19T21:24:00,1970-01-19T21:24:00,Simulated process instance, Variant 4,4, complete, Archive Repair,TRUE,,0,System,System,,
845,1970-01-19T19:15:00,1970-01-19T19:15:00,Simulated process instance, Variant 5,5, complete, Register,,,,System,System,,
845,1970-01-19T19:15:00,1970-01-19T19:23:00,Simulated process instance, Variant 5,5, complete, Analyze Defect,,2,,Tester2,Tester2,T3,
845,1970-01-19T19:34:00,1970-01-19T19:50:00,Simulated process instance, Variant 5,5, complete, Repair (Simple),,,,SolverS3,SolverS3,,
845,1970-01-19T19:47:00,1970-01-19T19:47:00,Simulated process instance, Variant 5,5, complete, Inform User,,,,System,System,,
845,1970-01-19T19:50:00,1970-01-19T19:58:00,Simulated process instance, Variant 5,5, complete, Test Repair,TRUE,,1,Tester4,Tester4,,
845,1970-01-19T20:05:00,1970-01-19T20:05:00,Simulated process instance, Variant 5,5, complete, Archive Repair,TRUE,,1,System,System,,
846,1970-01-20T00:33:00,1970-01-20T00:33:00,Simulated process instance, Variant 4,4, complete, Register,,,,System,System,,
846,1970-01-20T00:33:00,1970-01-20T00:42:00,Simulated process instance, Variant 4,4, complete, Analyze Defect,,8,,Tester3,Tester3,T3,
846,1970-01-20T00:59:00,1970-01-20T00:59:00,Simulated process instance, Variant 4,4, complete, Inform User,,,,System,System,,
846,1970-01-20T01:08:00,1970-01-20T01:23:00,Simulated process instance, Variant 4,4, complete, Repair (Complex),,,,SolverC1,SolverC1,,
846,1970-01-20T01:23:00,1970-01-20T01:32:00,Simulated process instance, Variant 4,4, complete, Test Repair,TRUE,,0,Tester5,Tester5,,
846,1970-01-20T01:41:00,1970-01-20T01:41:00,Simulated process instance, Variant 4,4, complete, Archive Repair,TRUE,,0,System,System,,
847,1970-01-19T05:25:00,1970-01-19T05:25:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
847,1970-01-19T05:25:00,1970-01-19T05:32:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,7,,Tester5,Tester5,T3,
847,1970-01-19T05:44:00,1970-01-19T05:54:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC1,SolverC1,,
847,1970-01-19T05:48:00,1970-01-19T05:48:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
847,1970-01-19T05:54:00,1970-01-19T06:03:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester5,Tester5,,
847,1970-01-19T06:08:00,1970-01-19T06:08:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
848,1970-01-19T04:40:00,1970-01-19T04:40:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
848,1970-01-19T04:40:00,1970-01-19T04:50:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,9,,Tester1,Tester1,T1,
848,1970-01-19T05:17:00,1970-01-19T05:31:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC1,SolverC1,,
848,1970-01-19T05:30:00,1970-01-19T05:30:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
848,1970-01-19T05:31:00,1970-01-19T05:36:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester6,Tester6,,
848,1970-01-19T05:42:00,1970-01-19T05:42:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
849,1970-01-19T22:15:00,1970-01-19T22:15:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
849,1970-01-19T22:15:00,1970-01-19T22:23:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,5,,Tester2,Tester2,T1,
849,1970-01-19T22:30:00,1970-01-19T23:16:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC3,SolverC3,,
849,1970-01-19T22:59:00,1970-01-19T22:59:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
849,1970-01-19T23:16:00,1970-01-19T23:21:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester2,Tester2,,
849,1970-01-19T23:30:00,1970-01-19T23:30:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
85,1970-01-03T17:10:00,1970-01-03T17:10:00,Simulated process instance, Variant 4,4, complete, Register,,,,System,System,,
85,1970-01-03T17:10:00,1970-01-03T17:17:00,Simulated process instance, Variant 4,4, complete, Analyze Defect,,7,,Tester5,Tester5,T3,
85,1970-01-03T17:33:00,1970-01-03T17:33:00,Simulated process instance, Variant 4,4, complete, Inform User,,,,System,System,,
85,1970-01-03T17:41:00,1970-01-03T17:53:00,Simulated process instance, Variant 4,4, complete, Repair (Complex),,,,SolverC2,SolverC2,,
85,1970-01-03T17:53:00,1970-01-03T18:01:00,Simulated process instance, Variant 4,4, complete, Test Repair,TRUE,,0,Tester2,Tester2,,
85,1970-01-03T18:06:00,1970-01-03T18:06:00,Simulated process instance, Variant 4,4, complete, Archive Repair,TRUE,,0,System,System,,
850,1970-01-19T21:29:00,1970-01-19T21:29:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
850,1970-01-19T21:29:00,1970-01-19T21:38:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,8,,Tester6,Tester6,T3,
850,1970-01-19T21:39:00,1970-01-19T22:25:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC3,SolverC3,,
850,1970-01-19T21:59:00,1970-01-19T21:59:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
850,1970-01-19T22:25:00,1970-01-19T22:34:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester4,Tester4,,
850,1970-01-19T22:44:00,1970-01-19T22:44:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
851,1970-01-19T11:14:00,1970-01-19T11:14:00,Simulated process instance, Variant 2,2, complete, Register,,,,System,System,,
851,1970-01-19T11:14:00,1970-01-19T11:22:00,Simulated process instance, Variant 2,2, complete, Analyze Defect,,8,,Tester1,Tester1,T1,
851,1970-01-19T11:24:00,1970-01-19T11:36:00,Simulated process instance, Variant 2,2, complete, Repair (Complex),,,,SolverC2,SolverC2,,
851,1970-01-19T11:36:00,1970-01-19T11:44:00,Simulated process instance, Variant 2,2, complete, Test Repair,TRUE,,0,Tester5,Tester5,,
851,1970-01-19T11:39:00,1970-01-19T11:39:00,Simulated process instance, Variant 2,2, complete, Inform User,,,,System,System,,
851,1970-01-19T11:54:00,1970-01-19T11:54:00,Simulated process instance, Variant 2,2, complete, Archive Repair,TRUE,,0,System,System,,
852,1970-01-18T14:41:00,1970-01-18T14:41:00,Simulated process instance, Variant 20,20, complete, Register,,,,System,System,,
852,1970-01-18T14:41:00,1970-01-18T14:46:00,Simulated process instance, Variant 20,20, complete, Analyze Defect,,6,,Tester2,Tester2,T2,
852,1970-01-18T15:02:00,1970-01-18T15:08:00,Simulated process instance, Variant 20,20, complete, Repair (Simple),,,,SolverS1,SolverS1,,
852,1970-01-18T15:08:00,1970-01-18T15:13:00,Simulated process instance, Variant 20,20, complete, Test Repair,FALSE,,1,Tester2,Tester2,,
852,1970-01-18T15:18:00,1970-01-18T15:18:00,Simulated process instance, Variant 20,20, complete, Restart Repair,,,,System,System,,
852,1970-01-18T15:18:00,1970-01-18T15:31:00,Simulated process instance, Variant 20,20, complete, Repair (Complex),,,,SolverC2,SolverC2,,
852,1970-01-18T15:19:00,1970-01-18T15:19:00,Simulated process instance, Variant 20,20, complete, Inform User,,,,System,System,,
852,1970-01-18T15:31:00,1970-01-18T15:36:00,Simulated process instance, Variant 20,20, complete, Test Repair,TRUE,,1,Tester4,Tester4,,
852,1970-01-18T15:41:00,1970-01-18T15:41:00,Simulated process instance, Variant 20,20, complete, Archive Repair,TRUE,,1,System,System,,
853,1970-01-19T12:32:00,1970-01-19T12:32:00,Simulated process instance, Variant 2,2, complete, Register,,,,System,System,,
853,1970-01-19T12:32:00,1970-01-19T12:42:00,Simulated process instance, Variant 2,2, complete, Analyze Defect,,9,,Tester4,Tester4,T2,
853,1970-01-19T12:45:00,1970-01-19T12:59:00,Simulated process instance, Variant 2,2, complete, Repair (Complex),,,,SolverC2,SolverC2,,
853,1970-01-19T12:59:00,1970-01-19T13:09:00,Simulated process instance, Variant 2,2, complete, Test Repair,TRUE,,0,Tester6,Tester6,,
853,1970-01-19T13:22:00,1970-01-19T13:22:00,Simulated process instance, Variant 2,2, complete, Inform User,,,,System,System,,
853,1970-01-19T13:22:00,1970-01-19T13:22:00,Simulated process instance, Variant 2,2, complete, Archive Repair,TRUE,,0,System,System,,
854,1970-01-20T03:19:00,1970-01-20T03:19:00,Simulated process instance, Variant 2,2, complete, Register,,,,System,System,,
854,1970-01-20T03:19:00,1970-01-20T03:29:00,Simulated process instance, Variant 2,2, complete, Analyze Defect,,5,,Tester3,Tester3,T3,
854,1970-01-20T03:37:00,1970-01-20T03:48:00,Simulated process instance, Variant 2,2, complete, Repair (Complex),,,,SolverC1,SolverC1,,
854,1970-01-20T03:48:00,1970-01-20T03:56:00,Simulated process instance, Variant 2,2, complete, Test Repair,TRUE,,0,Tester3,Tester3,,
854,1970-01-20T03:51:00,1970-01-20T03:51:00,Simulated process instance, Variant 2,2, complete, Inform User,,,,System,System,,
854,1970-01-20T04:04:00,1970-01-20T04:04:00,Simulated process instance, Variant 2,2, complete, Archive Repair,TRUE,,0,System,System,,
855,1970-01-20T02:28:00,1970-01-20T02:28:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
855,1970-01-20T02:28:00,1970-01-20T02:36:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,10,,Tester3,Tester3,T3,
855,1970-01-20T02:52:00,1970-01-20T03:03:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC2,SolverC2,,
855,1970-01-20T03:02:00,1970-01-20T03:02:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
855,1970-01-20T03:03:00,1970-01-20T03:12:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester5,Tester5,,
855,1970-01-20T03:18:00,1970-01-20T03:18:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
856,1970-01-18T14:10:00,1970-01-18T14:10:00,Simulated process instance, Variant 7,7, complete, Register,,,,System,System,,
856,1970-01-18T14:10:00,1970-01-18T14:18:00,Simulated process instance, Variant 7,7, complete, Analyze Defect,,3,,Tester3,Tester3,T1,
856,1970-01-18T14:23:00,1970-01-18T14:30:00,Simulated process instance, Variant 7,7, complete, Repair (Simple),,,,SolverS1,SolverS1,,
856,1970-01-18T14:30:00,1970-01-18T14:40:00,Simulated process instance, Variant 7,7, complete, Test Repair,FALSE,,1,Tester1,Tester1,,
856,1970-01-18T14:36:00,1970-01-18T14:36:00,Simulated process instance, Variant 7,7, complete, Inform User,,,,System,System,,
856,1970-01-18T14:49:00,1970-01-18T14:49:00,Simulated process instance, Variant 7,7, complete, Restart Repair,,,,System,System,,
856,1970-01-18T14:49:00,1970-01-18T14:58:00,Simulated process instance, Variant 7,7, complete, Repair (Simple),,,,SolverS2,SolverS2,,
856,1970-01-18T14:58:00,1970-01-18T15:08:00,Simulated process instance, Variant 7,7, complete, Test Repair,TRUE,,2,Tester5,Tester5,,
856,1970-01-18T15:13:00,1970-01-18T15:13:00,Simulated process instance, Variant 7,7, complete, Archive Repair,TRUE,,2,System,System,,
857,1970-01-19T19:52:00,1970-01-19T19:52:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
857,1970-01-19T19:52:00,1970-01-19T19:58:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,10,,Tester1,Tester1,T2,
857,1970-01-19T20:08:00,1970-01-19T20:24:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC2,SolverC2,,
857,1970-01-19T20:23:00,1970-01-19T20:23:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
857,1970-01-19T20:24:00,1970-01-19T20:30:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester5,Tester5,,
857,1970-01-19T20:39:00,1970-01-19T20:39:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
858,1970-01-19T19:55:00,1970-01-19T19:55:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
858,1970-01-19T19:55:00,1970-01-19T20:02:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,10,,Tester2,Tester2,T2,
858,1970-01-19T20:24:00,1970-01-19T20:41:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC2,SolverC2,,
858,1970-01-19T20:29:00,1970-01-19T20:29:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
858,1970-01-19T20:41:00,1970-01-19T20:49:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester1,Tester1,,
858,1970-01-19T20:57:00,1970-01-19T20:57:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
859,1970-01-20T01:25:00,1970-01-20T01:25:00,Simulated process instance, Variant 3,3, complete, Register,,,,System,System,,
859,1970-01-20T01:25:00,1970-01-20T01:35:00,Simulated process instance, Variant 3,3, complete, Analyze Defect,,3,,Tester2,Tester2,T3,
859,1970-01-20T01:40:00,1970-01-20T01:55:00,Simulated process instance, Variant 3,3, complete, Repair (Simple),,,,SolverS2,SolverS2,,
859,1970-01-20T01:55:00,1970-01-20T02:01:00,Simulated process instance, Variant 3,3, complete, Test Repair,TRUE,,1,Tester5,Tester5,,
859,1970-01-20T01:59:00,1970-01-20T01:59:00,Simulated process instance, Variant 3,3, complete, Inform User,,,,System,System,,
859,1970-01-20T02:09:00,1970-01-20T02:09:00,Simulated process instance, Variant 3,3, complete, Archive Repair,TRUE,,1,System,System,,
86,1970-01-03T09:56:00,1970-01-03T09:56:00,Simulated process instance, Variant 8,8, complete, Register,,,,System,System,,
86,1970-01-03T09:56:00,1970-01-03T10:01:00,Simulated process instance, Variant 8,8, complete, Analyze Defect,,4,,Tester4,Tester4,T1,
86,1970-01-03T10:04:00,1970-01-03T10:09:00,Simulated process instance, Variant 8,8, complete, Repair (Simple),,,,SolverS1,SolverS1,,
86,1970-01-03T10:09:00,1970-01-03T10:15:00,Simulated process instance, Variant 8,8, complete, Test Repair,FALSE,,1,Tester4,Tester4,,
86,1970-01-03T10:22:00,1970-01-03T10:22:00,Simulated process instance, Variant 8,8, complete, Restart Repair,,,,System,System,,
86,1970-01-03T10:22:00,1970-01-03T10:38:00,Simulated process instance, Variant 8,8, complete, Repair (Simple),,,,SolverS3,SolverS3,,
86,1970-01-03T10:25:00,1970-01-03T10:25:00,Simulated process instance, Variant 8,8, complete, Inform User,,,,System,System,,
86,1970-01-03T10:38:00,1970-01-03T10:45:00,Simulated process instance, Variant 8,8, complete, Test Repair,TRUE,,2,Tester4,Tester4,,
86,1970-01-03T10:53:00,1970-01-03T10:53:00,Simulated process instance, Variant 8,8, complete, Archive Repair,TRUE,,2,System,System,,
860,1970-01-19T02:39:00,1970-01-19T02:39:00,Simulated process instance, Variant 2,2, complete, Register,,,,System,System,,
860,1970-01-19T02:39:00,1970-01-19T02:44:00,Simulated process instance, Variant 2,2, complete, Analyze Defect,,10,,Tester4,Tester4,T1,
860,1970-01-19T02:48:00,1970-01-19T03:07:00,Simulated process instance, Variant 2,2, complete, Repair (Complex),,,,SolverC2,SolverC2,,
860,1970-01-19T03:07:00,1970-01-19T03:17:00,Simulated process instance, Variant 2,2, complete, Test Repair,TRUE,,0,Tester4,Tester4,,
860,1970-01-19T03:08:00,1970-01-19T03:08:00,Simulated process instance, Variant 2,2, complete, Inform User,,,,System,System,,
860,1970-01-19T03:25:00,1970-01-19T03:25:00,Simulated process instance, Variant 2,2, complete, Archive Repair,TRUE,,0,System,System,,
861,1970-01-19T17:50:00,1970-01-19T17:50:00,Simulated process instance, Variant 5,5, complete, Register,,,,System,System,,
861,1970-01-19T17:50:00,1970-01-19T17:55:00,Simulated process instance, Variant 5,5, complete, Analyze Defect,,3,,Tester1,Tester1,T1,
861,1970-01-19T18:15:00,1970-01-19T18:30:00,Simulated process instance, Variant 5,5, complete, Repair (Simple),,,,SolverS3,SolverS3,,
861,1970-01-19T18:25:00,1970-01-19T18:25:00,Simulated process instance, Variant 5,5, complete, Inform User,,,,System,System,,
861,1970-01-19T18:30:00,1970-01-19T18:35:00,Simulated process instance, Variant 5,5, complete, Test Repair,TRUE,,1,Tester4,Tester4,,
861,1970-01-19T18:41:00,1970-01-19T18:41:00,Simulated process instance, Variant 5,5, complete, Archive Repair,TRUE,,1,System,System,,
862,1970-01-18T18:45:00,1970-01-18T18:45:00,Simulated process instance, Variant 14,14, complete, Register,,,,System,System,,
862,1970-01-18T18:45:00,1970-01-18T18:55:00,Simulated process instance, Variant 14,14, complete, Analyze Defect,,3,,Tester4,Tester4,T1,
862,1970-01-18T18:57:00,1970-01-18T19:12:00,Simulated process instance, Variant 14,14, complete, Repair (Simple),,,,SolverS2,SolverS2,,
862,1970-01-18T19:12:00,1970-01-18T19:20:00,Simulated process instance, Variant 14,14, complete, Test Repair,FALSE,,1,Tester5,Tester5,,
862,1970-01-18T19:25:00,1970-01-18T19:25:00,Simulated process instance, Variant 14,14, complete, Restart Repair,,,,System,System,,
862,1970-01-18T19:25:00,1970-01-18T19:37:00,Simulated process instance, Variant 14,14, complete, Repair (Simple),,,,SolverS2,SolverS2,,
862,1970-01-18T19:37:00,1970-01-18T19:47:00,Simulated process instance, Variant 14,14, complete, Test Repair,FALSE,,2,Tester5,Tester5,,
862,1970-01-18T19:45:00,1970-01-18T19:45:00,Simulated process instance, Variant 14,14, complete, Inform User,,,,System,System,,
862,1970-01-18T19:53:00,1970-01-18T19:53:00,Simulated process instance, Variant 14,14, complete, Restart Repair,,,,System,System,,
862,1970-01-18T19:53:00,1970-01-18T20:00:00,Simulated process instance, Variant 14,14, complete, Repair (Simple),,,,SolverS1,SolverS1,,
862,1970-01-18T20:00:00,1970-01-18T20:09:00,Simulated process instance, Variant 14,14, complete, Test Repair,FALSE,,3,Tester4,Tester4,,
862,1970-01-18T20:14:00,1970-01-18T20:14:00,Simulated process instance, Variant 14,14, complete, Archive Repair,FALSE,,3,System,System,,
863,1970-01-18T21:16:00,1970-01-18T21:16:00,Simulated process instance, Variant 14,14, complete, Register,,,,System,System,,
863,1970-01-18T21:16:00,1970-01-18T21:23:00,Simulated process instance, Variant 14,14, complete, Analyze Defect,,3,,Tester4,Tester4,T3,
863,1970-01-18T21:34:00,1970-01-18T21:39:00,Simulated process instance, Variant 14,14, complete, Repair (Simple),,,,SolverS1,SolverS1,,
863,1970-01-18T21:39:00,1970-01-18T21:49:00,Simulated process instance, Variant 14,14, complete, Test Repair,FALSE,,1,Tester6,Tester6,,
863,1970-01-18T21:54:00,1970-01-18T21:54:00,Simulated process instance, Variant 14,14, complete, Restart Repair,,,,System,System,,
863,1970-01-18T21:54:00,1970-01-18T22:01:00,Simulated process instance, Variant 14,14, complete, Repair (Simple),,,,SolverS1,SolverS1,,
863,1970-01-18T22:01:00,1970-01-18T22:10:00,Simulated process instance, Variant 14,14, complete, Test Repair,FALSE,,2,Tester4,Tester4,,
863,1970-01-18T22:07:00,1970-01-18T22:07:00,Simulated process instance, Variant 14,14, complete, Inform User,,,,System,System,,
863,1970-01-18T22:20:00,1970-01-18T22:20:00,Simulated process instance, Variant 14,14, complete, Restart Repair,,,,System,System,,
863,1970-01-18T22:20:00,1970-01-18T22:25:00,Simulated process instance, Variant 14,14, complete, Repair (Simple),,,,SolverS1,SolverS1,,
863,1970-01-18T22:25:00,1970-01-18T22:32:00,Simulated process instance, Variant 14,14, complete, Test Repair,FALSE,,3,Tester2,Tester2,,
863,1970-01-18T22:41:00,1970-01-18T22:41:00,Simulated process instance, Variant 14,14, complete, Archive Repair,FALSE,,3,System,System,,
864,1970-01-19T21:43:00,1970-01-19T21:43:00,Simulated process instance, Variant 31,31, complete, Register,,,,System,System,,
864,1970-01-19T21:43:00,1970-01-19T21:53:00,Simulated process instance, Variant 31,31, complete, Analyze Defect,,6,,Tester1,Tester1,T2,
864,1970-01-19T22:08:00,1970-01-19T22:08:00,Simulated process instance, Variant 31,31, complete, Inform User,,,,System,System,,
864,1970-01-19T22:10:00,1970-01-19T22:15:00,Simulated process instance, Variant 31,31, complete, Repair (Simple),,,,SolverS1,SolverS1,,
864,1970-01-19T22:15:00,1970-01-19T22:24:00,Simulated process instance, Variant 31,31, complete, Test Repair,FALSE,,1,Tester3,Tester3,,
864,1970-01-19T22:29:00,1970-01-19T22:29:00,Simulated process instance, Variant 31,31, complete, Restart Repair,,,,System,System,,
864,1970-01-19T22:29:00,1970-01-19T22:45:00,Simulated process instance, Variant 31,31, complete, Repair (Complex),,,,SolverC1,SolverC1,,
864,1970-01-19T22:45:00,1970-01-19T22:53:00,Simulated process instance, Variant 31,31, complete, Test Repair,TRUE,,1,Tester2,Tester2,,
864,1970-01-19T23:00:00,1970-01-19T23:00:00,Simulated process instance, Variant 31,31, complete, Archive Repair,TRUE,,1,System,System,,
865,1970-01-18T22:19:00,1970-01-18T22:19:00,Simulated process instance, Variant 3,3, complete, Register,,,,System,System,,
865,1970-01-18T22:19:00,1970-01-18T22:29:00,Simulated process instance, Variant 3,3, complete, Analyze Defect,,6,,Tester4,Tester4,T1,
865,1970-01-18T22:50:00,1970-01-18T23:01:00,Simulated process instance, Variant 3,3, complete, Repair (Simple),,,,SolverS3,SolverS3,,
865,1970-01-18T23:01:00,1970-01-18T23:10:00,Simulated process instance, Variant 3,3, complete, Test Repair,TRUE,,1,Tester1,Tester1,,
865,1970-01-18T23:19:00,1970-01-18T23:19:00,Simulated process instance, Variant 3,3, complete, Inform User,,,,System,System,,
865,1970-01-18T23:19:00,1970-01-18T23:19:00,Simulated process instance, Variant 3,3, complete, Archive Repair,TRUE,,1,System,System,,
866,1970-01-19T13:04:00,1970-01-19T13:04:00,Simulated process instance, Variant 5,5, complete, Register,,,,System,System,,
866,1970-01-19T13:04:00,1970-01-19T13:10:00,Simulated process instance, Variant 5,5, complete, Analyze Defect,,4,,Tester2,Tester2,T3,
866,1970-01-19T13:20:00,1970-01-19T13:40:00,Simulated process instance, Variant 5,5, complete, Repair (Simple),,,,SolverS3,SolverS3,,
866,1970-01-19T13:25:00,1970-01-19T13:25:00,Simulated process instance, Variant 5,5, complete, Inform User,,,,System,System,,
866,1970-01-19T13:40:00,1970-01-19T13:47:00,Simulated process instance, Variant 5,5, complete, Test Repair,TRUE,,1,Tester6,Tester6,,
866,1970-01-19T13:56:00,1970-01-19T13:56:00,Simulated process instance, Variant 5,5, complete, Archive Repair,TRUE,,1,System,System,,
867,1970-01-18T23:25:00,1970-01-18T23:25:00,Simulated process instance, Variant 1,1, complete, Register,,,,System,System,,
867,1970-01-18T23:25:00,1970-01-18T23:33:00,Simulated process instance, Variant 1,1, complete, Analyze Defect,,6,,Tester5,Tester5,T2,
867,1970-01-18T23:59:00,1970-01-19T00:15:00,Simulated process instance, Variant 1,1, complete, Repair (Complex),,,,SolverC1,SolverC1,,
867,1970-01-19T00:11:00,1970-01-19T00:11:00,Simulated process instance, Variant 1,1, complete, Inform User,,,,System,System,,
867,1970-01-19T00:15:00,1970-01-19T00:22:00,Simulated process instance, Variant 1,1, complete, Test Repair,TRUE,,0,Tester3,Tester3,,
867,1970-01-19T00:30:00,1970-01-19T00:30:00,Simulated process instance, Variant 1,1, complete, Archive Repair,TRUE,,0,System,System,,
868,1970-01-18T23:46:00,1970-01-18T23:46:00,Simulated process instance, Variant 3,3, complete, Register,,,,System,System,,
868,1970-01-18T23:46:00,1970-01-18T23:55:00,Simulated process instance, Variant 3,3, complete, Analyze Defect,,6,,Tester3,Tester3,T2,
868,1970-01-19T00:12:00,1970-01-19T00:30:00,Simulated process instance, Variant 3,3, complete, Repair (Simple),,,,SolverS3,SolverS3,,
868,1970-01-19T00:30:00,1970-01-19T00:39:00,Simulated process instance, Variant 3,3, complete, Test Repair,TRUE,,1,Tester1,Tester1,,
868,1970-01-19T00:43:00,1970-01-19T00:43:00,Simulated process instance, Variant 3,3, complete, Inform User,,,,System,System,,
868,1970-01-19T00:46:00,1970-01-19T00:46:00,Simulated process instance, Variant 3,3, complete, Archive Repair,TRUE,,1,System,System,,
869,1970-01-19T08:53:00,1970-01-19T08:53:00,Simulated process instance, Variant 2,2, complete, Register,,,,System,System,,
869,1970-01-19T08:53:00,1970-01-19T09:02:00,Simulated process instance, Variant 2,2, complete, Analyze Defect,,9,,Tester1,Tester1,T3,
869,1970-01-19T09:05:00,1970-01-19T09:17:00,Simulated process instance, Variant 2,2, complete, Repair (Complex),,,,SolverC2,SolverC2,,
869,1970-01-19T09:17:00,1970-01-19T09:27:00,Simulated process instance, Variant 2,2, complete, Test Repair,TRUE,,0,Tester3,Tester3,,
869,1970-01-19T09:31:00,1970-01-19T09:31:00,Simulated process instance, Variant 2,2, complete, Inform User,,,,System,System,,
869,1970-01-19T09:32:00,1970-01-19T09:32:00,Simulated process instance, Variant 2,2, complete, Archive Repair,TRUE,,0,System,System,,
87,1970-01-04T02:08:00,1970-01-04T02:08:00,Simulated process instance, Variant 17,17, complete, Register,,,,System,System,,
87,1970-01-04T02:08:00,1970-01-04T02:18:00,Simulated process instance, Variant 17,17, complete, Analyze Defect,,4,,Tester1,Tester1,T3,
87,1970-01-04T02:39:00,1970-01-04T02:39:00,Simulated process instance, Variant 17,17, complete, Inform User,,,,System,System,,
87,1970-01-04T02:44:00,1970-01-04T02:50:00,Simulated process instance, Variant 17,17, complete, Repair (Simple),,,,SolverS1,SolverS1,,
87,1970-01-04T02:50:00,1970-01-04T02:58:00,Simulated process instance, Variant 17,17, complete, Test Repair,FALSE,,1,Tester6,Tester6,,
87,1970-01-04T03:06:00,1970-01-04T03:06:00,Simulated process instance, Variant 17,17, complete, Restart Repair,,,,System,System,,
87,1970-01-04T03:06:00,1970-01-04T03:18:00,Simulated process instance, Variant 17,17, complete, Repair (Simple),,,,SolverS3,SolverS3,,
87,1970-01-04T03:18:00,1970-01-04T03:26:00,Simulated process instance, Variant 17,17, complete, Test Repair,TRUE,,2,Tester4,Tester4,,
87,1970-01-04T03:36:00,1970-01-04T03:36:00,Simulated process instance, Variant 17,17, complete, Archive Repair,TRUE,,2,System,System,,
870,1970-01-19T22:07:00,1970-01-19T22:07:00,Simulated process instance, Variant 2,2, complete, Register,,,,System,System,,
870,1970-01-19T22:07:00,1970-01-19T22:17:00,Simulated process instance, Variant 2,2, complete, Analyze Defect,,9,,Tester1,Tester1,T1,
870,1970-01-19T22:24:00,1970-01-19T22:36:00,Simulated process instance, Variant 2,2, complete, Repair (Complex),,,,SolverC2,SolverC2,,
870,1970-01-19T22:36:00,1970-01-19T22:42:00,Simulated process instance, Variant 2,2, complete, Test Repair,TRUE,,0,Tester4,Tester4,,
870,1970-01-19T23:00:00,1970-01-19T23:00:00,Simulated process instance, Variant 2,2, complete, Inform User,,,,System,System,,
870,1970-01-19T23:00:00,1970-01-19T23:00:00,Simulated process instance, Variant 2,2, complete, Archive Repair,TRUE,,0,System,System,,
